StateAb,DivisionNm,CandidateNm,PartyNm,BallotPosition
VIC,Gorton,"GIBSON, Belle",Victorian Socialists,4
VIC,Gorton,"O'CONNOR, Brendan",Australian Labor Party,5
VIC,Gorton,"LONCAR, Steven J",Independent,6
VIC,Gorton,"DOBRAN, Tony",The Great Australian Party,7
VIC,Gorton,"LASSIG, Paul",Australian Federation Party,8
VIC,Gorton,"FLETCHER, John",Liberal,9
VIC,Hawke,"WILLIAMS, Michael",Australian Federation Party,1
VIC,Hawke,"LACEY, Michael Edward",The Great Australian Party,2
VIC,Hawke,"RAE, Sam",Australian Labor Party,3
VIC,Hawke,"BINGHAM, Jarrod James",Independent,4
VIC,Hawke,"MARTUCCI, Max",TNL,5
VIC,Hawke,"HAQUE, Enamul",Liberal,6
VIC,Hawke,"WHEELOCK, Lynda",The Greens,7
VIC,Hawke,"SUDUK, Nick",Pauline Hanson's One Nation,8
VIC,Hawke,"VESSEY, Glenn",Citizens Party,9
VIC,Hawke,"HYNES, Jack",Victorian Socialists,10
VIC,Hawke,"CUTHBERTSON, Andrew Glenn",United Australia Party,11
VIC,Higgins,"FORD, Matthew",Liberal Democrats,1
VIC,Higgins,"SPENCER, Ingram Magnus",United Australia Party,2
VIC,Higgins,"WALKER, Alicia",Animal Justice Party,3
VIC,Higgins,"ALLEN, Katie",Liberal,4
VIC,Higgins,"JOHNSON, Andrew",Reason Australia,5
VIC,Higgins,"ANANDA-RAJAH, Michelle",Australian Labor Party,6
VIC,Higgins,"MENOUDAKIS, Suzie",Australian Federation Party,7
VIC,Higgins,"SEMMENS, Sonya",The Greens,8
VIC,Holt,"RAGUPATHY, Ravi",Independent,1
VIC,Holt,"FERNANDO, Cassandra",Australian Labor Party,2
VIC,Holt,"HANSEN, Gerardine",United Australia Party,3
VIC,Holt,"AMBARD, Sandy",Pauline Hanson's One Nation,4
VIC,Holt,"SALDANHA, Gregory",Australian Federation Party,5
VIC,Holt,"NUNEZ-SILVA, Matthew",Liberal Democrats,6
VIC,Holt,"MATHEW, Sujit",The Greens,7
VIC,Holt,"PERERA, Ranj",Liberal,8
VIC,Hotham,"SOK, Edward",Liberal Democrats,1
VIC,Hotham,"O'NEIL, Clare",Australian Labor Party,2
VIC,Hotham,"WILLOUGHBY, Louisa",The Greens,3
VIC,Hotham,"RIDGWAY, Bruce Scott",United Australia Party,4
VIC,Hotham,"TULL, Roger",Pauline Hanson's One Nation,5
VIC,Hotham,"BEVINAKOPPA, Savitri",Liberal,6
VIC,Indi,"ALEKSOV, Angel",Animal Justice Party,1
VIC,Indi,"HAINES, Helen",Independent,2
VIC,Indi,"O'CONNELL, Lachlan",Derryn Hinch's Justice Party,3
VIC,Indi,"WILLIAMS, Stephen",United Australia Party,4
VIC,Indi,"STEVENS, Beth",Pauline Hanson's One Nation,5
VIC,Indi,"GILBERT, Benjamin",The Greens,6
VIC,Indi,"FISHER, Liz",The Nationals,7
VIC,Indi,"DAVID, Nadia",Australian Labor Party,8
VIC,Indi,"FIDGE, Julian",Liberal Democrats,9
VIC,Indi,"LYMAN, Ross",Liberal,10
VIC,Isaacs,"SOKIRANSKY, Boris",Pauline Hanson's One Nation,1
VIC,Isaacs,"DREYFUS, Mark",Australian Labor Party,2
VIC,Isaacs,"O'DONNELL, Sarah",Liberal Democrats,3
VIC,Isaacs,"BEATON, Robbie",Liberal,4
VIC,Isaacs,"BRESKIN, Alex",The Greens,5
VIC,Isaacs,"LIVINGSTONE, Alix",Animal Justice Party,6
VIC,Isaacs,"McCAMISH, Scott Anson",United Australia Party,7
VIC,Jagajaga,"THWAITES, Kate",Australian Labor Party,1
VIC,Jagajaga,"PALMARINI, Brendan",Australian Federation Party,2
VIC,Jagajaga,"ZELINKA, Allison",United Australia Party,3
VIC,Jagajaga,"MUSTAF, Zahra",Independent,4
VIC,Jagajaga,"TESA, Maya",Liberal Democrats,5
VIC,Jagajaga,"CHASE, Liz",The Greens,6
VIC,Jagajaga,"BOOKER, John",Pauline Hanson's One Nation,7
VIC,Jagajaga,"TOMAR, Sahil",Liberal,8
VIC,Kooyong,"RYAN, Monique",Independent,1
VIC,Kooyong,"HARDIMAN, Scott Andrew",United Australia Party,2
VIC,Kooyong,"THOM, Alexandra",Liberal Democrats,3
VIC,Kooyong,"DALE, Michele",Derryn Hinch's Justice Party,4
VIC,Kooyong,"COYNE, Josh",Pauline Hanson's One Nation,5
VIC,Kooyong,"ANDERSON, Will",Independent,6
VIC,Kooyong,"FRYDENBERG, Josh",Liberal,7
VIC,Kooyong,"LYNCH, Peter",Australian Labor Party,8
VIC,Kooyong,"NEHMER, Rachael",Animal Justice Party,9
VIC,Kooyong,"MITCHEM, Piers",The Greens,10
VIC,Kooyong,"CONNOLLY, David",Australian Values Party,11
VIC,La Trobe,"WOOD, Jason",Liberal,1
VIC,La Trobe,"ERVIN, Hadden",Pauline Hanson's One Nation,2
VIC,La Trobe,"SCHILLING, Michael",The Greens,3
VIC,La Trobe,"MOTT, Merryn",United Australia Party,4
VIC,La Trobe,"ABHIMANYU KUMAR, ",Australian Labor Party,5
VIC,La Trobe,"SKINNER, Rebecca",Australian Federation Party,6
VIC,La Trobe,"ABELMAN, Michael",Liberal Democrats,7
VIC,La Trobe,"JEGES, Helen",Animal Justice Party,8
VIC,Lalor,"MOINUDDIN, Aijaz",Independent,1
VIC,Lalor,"URIBE, Claudio",Victorian Socialists,2
VIC,Lalor,"PATERSON, Juanita Coral",United Australia Party,3
VIC,Lalor,"RYAN, Joanne",Australian Labor Party,4
VIC,Lalor,"BARCATTA, Patrizia",Liberal Democrats,5
VIC,Lalor,"MALLIAROS, Peter",Australian Federation Party,6
VIC,Lalor,"INGARFILL, James",Pauline Hanson's One Nation,7
VIC,Lalor,"BODDEKE, Jack",The Greens,8
VIC,Lalor,"GADDIPATI, Ravi",Liberal,9
VIC,Macnamara,"MYERS, John B",Independent,1
VIC,Macnamara,"HARKIN, Colleen",Liberal,2
VIC,Macnamara,"BURNS, Josh",Australian Labor Party,3
VIC,Macnamara,"ANNE, Debera",Pauline Hanson's One Nation,4
VIC,Macnamara,"McCATHIE, Rob",Liberal Democrats,5
VIC,Macnamara,"SCHULTZ, Ben",Animal Justice Party,6
VIC,Macnamara,"HODGINS-MAY, Steph",The Greens,7
VIC,Macnamara,"HICKEY, Jane Elizabeth",United Australia Party,8
VIC,Mallee,"WEBSTER, Anne",The Nationals,1
VIC,Mallee,"BALDWIN, Sophie",Independent,2
VIC,Mallee,"HAENEL, Claudia",Independent,3
VIC,Mallee,"LAHY, Chris",Citizens Party,4
VIC,Mallee,"HART, Carole",Australian Labor Party,5
VIC,Mallee,"McCOLL, Sam",The Greens,6
VIC,Mallee,"KING, Stuart William",United Australia Party,7
VIC,Mallee,"ATKINSON, Vanessa",Pauline Hanson's One Nation,8
VIC,Maribyrnong,"HOBART, Mark Michael",The Great Australian Party,1
VIC,Maribyrnong,"DADICH, Daniel Nair",Victorian Socialists,2
VIC,Maribyrnong,"SHORTEN, Bill",Australian Labor Party,3
VIC,Maribyrnong,"TINDAL, Jodie",Pauline Hanson's One Nation,4
VIC,Maribyrnong,"BESANKO, Darren",United Australia Party,5
VIC,Maribyrnong,"D'SILVA, Mira",Liberal,6
VIC,Maribyrnong,"PRYOR, Rhonda",The Greens,7
VIC,Maribyrnong,"ANSALONE, Alexander Anthony",Australian Federation Party,8
VIC,Maribyrnong,"SMITH, Cameron",Liberal Democrats,9
VIC,McEwen,"BARKER, Neil",The Greens,1
VIC,McEwen,"McRAE, Paul Joseph",United Australia Party,2
VIC,McEwen,"NEIL, Christopher",Australian Federation Party,3
VIC,McEwen,"BRADBURY, Chris",Pauline Hanson's One Nation,4
VIC,McEwen,"HERRON, John",Liberal Democrats,5
VIC,McEwen,"WELCH, Richard",Liberal,6
VIC,McEwen,"MITCHELL, Rob",Australian Labor Party,7
VIC,Melbourne,"BORG, Justin",United Australia Party,1
VIC,Melbourne,"PATERSON, Keir",Australian Labor Party,2
VIC,Melbourne,"BANDT, Adam",The Greens,3
VIC,Melbourne,"DAMCHES, James",Liberal,4
VIC,Melbourne,"PEPPARD, Richard",Liberal Democrats,5
VIC,Melbourne,"ROBSON, Scott",Independent,6
VIC,Melbourne,"STRAGAN, Walter",Pauline Hanson's One Nation,7
VIC,Melbourne,"POON, Bruce",Animal Justice Party,8
VIC,Melbourne,"BOLGER, Colleen",Victorian Socialists,9
VIC,Menzies,"OAKLEY, Naomi",Australian Labor Party,1
VIC,Menzies,"SABHLOK, Sanjeev",Australian Federation Party,2
VIC,Menzies,"CHEESMAN, Greg",Liberal Democrats,3
VIC,Menzies,"HAYES, John",Pauline Hanson's One Nation,4
VIC,Menzies,"WOLAHAN, Keith",Liberal,5
VIC,Menzies,"PHEASANT, Bill",The Greens,6
VIC,Menzies,"SCAGLIONE, Nathan",United Australia Party,7
VIC,Monash,"MORGAN, Mat",The Greens,1
VIC,Monash,"BROADBENT, Russell",Liberal,2
VIC,Monash,"LEONARD, Deb",Independent,3
VIC,Monash,"HICKEN, Allan",Pauline Hanson's One Nation,4
VIC,Monash,"WELSH, David Matthew",Australian Federation Party,5
VIC,Monash,"O'DONNELL, Jessica",Australian Labor Party,6
VIC,Monash,"EDWARDS, Meg",Liberal Democrats,7
VIC,Monash,"McSHANE, Christine Ann",United Australia Party,8
VIC,Nicholls,"LAIRD, Tim",Liberal Democrats,1
VIC,Nicholls,"BIRRELL, Sam",The Nationals,2
VIC,Nicholls,"TYRRELL, Rikkie-Lee",Pauline Hanson's One Nation,3
VIC,Nicholls,"LODWICK, Bill",Australian Labor Party,4
VIC,Nicholls,"DAVY, Jeff",Citizens Party,5
VIC,Nicholls,"PETERSON, Robert",United Australia Party,6
VIC,Nicholls,"CHRISTOE, Ian",The Greens,7
VIC,Nicholls,"OTTO, Andrea","FUSION: Science, Pirate, Secular, Climate Emergency",8
VIC,Nicholls,"BROOKS, Steve",Liberal,9
VIC,Nicholls,"TABONE, Eleonor",Australian Federation Party,10
VIC,Nicholls,"PRIESTLY, Rob",Independent,11
VIC,Scullin,"PATERSON, Patchouli",The Greens,1
VIC,Scullin,"van BREE, Ursula",Pauline Hanson's One Nation,2
VIC,Scullin,"KOELMEYER, Eric",Liberal Democrats,3
VIC,Scullin,"GILES, Andrew",Australian Labor Party,4
VIC,Scullin,"ALBARRI, Yassin",United Australia Party,5
VIC,Scullin,"PERERA, Virosh",Liberal,6
VIC,Scullin,"ROWE, Cameron",Victorian Socialists,7
VIC,Wannon,"GARNER, Graham",Independent,1
VIC,Wannon,"TEHAN, Dan",Liberal,2
VIC,Wannon,"GRAHAM, Ronnie",Pauline Hanson's One Nation,3
VIC,Wannon,"McALLISTER, Hilary",The Greens,4
VIC,Wannon,"DYSON, Alex",Independent,5
VIC,Wannon,"KENSEN, Craige",United Australia Party,6
VIC,Wannon,"MEAD, Amanda",Liberal Democrats,7
VIC,Wannon,"WILSON, Gilbert",Australian Labor Party,8
VIC,Wills,"WRIGHT, Tom",Liberal,1
VIC,Wills,"TINDAL, Jill",Pauline Hanson's One Nation,2
VIC,Wills,"BLACK, Emma",Victorian Socialists,3
VIC,Wills,"SERGI, Sam",Australian Federation Party,4
VIC,Wills,"BOLTON, Sue",Socialist Alliance,5
VIC,Wills,"ZIVKOVIC, Irene",United Australia Party,6
VIC,Wills,"KHALIL, Peter",Australian Labor Party,7
VIC,Wills,"HORSFALL, Leah",Animal Justice Party,8
VIC,Wills,"JEFFORD, Sarah",The Greens,9
WA,Brand,"KING, Madeleine",Australian Labor Party,1
WA,Brand,"HEFFERNAN, Malcolm",Australian Federation Party,2
WA,Brand,"HUDSON, Peter",Liberal,3
WA,Brand,"PIKE, David",United Australia Party,4
WA,Brand,"LONSDALE, Heather",The Greens (WA),5
WA,Brand,"CRICHTON, Jayne",Australian Christians,6
WA,Brand,"O'LOGHLEN, Michael",WESTERN AUSTRALIA PARTY,7
WA,Brand,"MARSHALL, Alison",Liberal Democrats,8
WA,Brand,"GLEESON, Andrew",The Great Australian Party,9
WA,Brand,"TAYLOR, Jake",Pauline Hanson's One Nation,10
WA,Burt,"CASTLE, Michele",Australian Federation Party,1
WA,Burt,"CARTER, Travis",Pauline Hanson's One Nation,2
WA,Burt,"McCURRY, Joshua",United Australia Party,3
WA,Burt,"GARLETT, Daniel",The Greens (WA),4
WA,Burt,"PHELAN, Stephen",WESTERN AUSTRALIA PARTY,5
WA,Burt,"GOODE, David",Liberal,6
WA,Burt,"SPYKER, Warnar",Australian Christians,7
WA,Burt,"KEOGH, Matt",Australian Labor Party,8
WA,Canning,"HASTIE, Andrew",Liberal,1
WA,Canning,"HUNT, Amanda",Australian Labor Party,2
WA,Canning,"SIWES, Tammi",Pauline Hanson's One Nation,3
WA,Canning,"GARDYNE, Anthony",Australian Federation Party,4
WA,Canning,"WALDECK, James Gordon",United Australia Party,5
WA,Canning,"BEDFORD, Brad",WESTERN AUSTRALIA PARTY,6
WA,Canning,"CONGRENE, Judith",Informed Medical Options Party,7
WA,Canning,"MOFFAT, Jodie",The Greens (WA),8
WA,Canning,"WILLIAMS, Ashley Elphin",Independent,9
WA,Canning,"du PLESSIS, Andriette",Australian Christians,10
WA,Canning,"GARDINER, David",Liberal Democrats,11
WA,Cowan,"ALY, Anne",Australian Labor Party,1
WA,Cowan,"TRIPP, Isabella",The Greens (WA),2
WA,Cowan,"IRADUKUNDA, Sylvia",Australian Christians,3
WA,Cowan,"CALAUTTI, Michael",Australian Federation Party,4
WA,Cowan,"WALSH, Tyler",Pauline Hanson's One Nation,5
WA,Cowan,"van KRIEKEN, Micah",Liberal Democrats,6
WA,Cowan,"LAVERACK, Roland",WESTERN AUSTRALIA PARTY,7
WA,Cowan,"HAND, Claire Elizabeth",United Australia Party,8
WA,Cowan,"CONNELLY, Vince",Liberal,9
WA,Cowan,"ANAGNO, Michael",Animal Justice Party,10
WA,Curtin,"VERHOEFF, Ladeisha Louise",United Australia Party,1
WA,Curtin,"BURN, Bill",WESTERN AUSTRALIA PARTY,2
WA,Curtin,"CULLITY, Judith",Australian Federation Party,3
WA,Curtin,"HAMMOND, Celia",Liberal,4
WA,Curtin,"GRILLO, Dale Marie",Pauline Hanson's One Nation,5
WA,Curtin,"CHANEY, Kate",Independent,6
WA,Curtin,"SPENCER, Yannick",Australian Labor Party,7
WA,Curtin,"PIDGEON, Cameron",The Greens (WA),8
WA,Durack,"SHORE, Craig",Australian Federation Party,1
WA,Durack,"PRICE, Melissa",Liberal,2
WA,Durack,"McRAE, Adrian",The Great Australian Party,3
WA,Durack,"FELS, Anthony James",WESTERN AUSTRALIA PARTY,4
WA,Durack,"RILEY, Jeremiah",Australian Labor Party,5
WA,Durack,"JOHANNSEN, Brenton",Pauline Hanson's One Nation,6
WA,Durack,"BLAYNEY, Ian",The Nationals,7
WA,Durack,"McNEAIR, Bianca",The Greens (WA),8
WA,Durack,"MIDDLETON, Andrew Charles",United Australia Party,9
WA,Forrest,"ALLAN, Helen",United Australia Party,1
WA,Forrest,"MARKHAM, Paul",Liberal Democrats,2
WA,Forrest,"DUNN, Mailee",Australian Federation Party,3
WA,Forrest,"TERRANTROY, Christine",The Greens (WA),4
WA,Forrest,"STEPHENS, Greg",WESTERN AUSTRALIA PARTY,5
WA,Forrest,"AITKEN, Tracy Nyree",The Great Australian Party,6
WA,Forrest,"ENGLISH, Bronwen",Australian Labor Party,7
WA,Forrest,"MEZGER, Shane",Pauline Hanson's One Nation,8
WA,Forrest,"MARINO, Nola",Liberal,9
WA,Fremantle,"TILBURY, Ben",The Great Australian Party,1
WA,Fremantle,"WAINWRIGHT, Sam",Socialist Alliance,2
WA,Fremantle,"GAVRANICH, Cathy",Australian Federation Party,3
WA,Fremantle,"WILSON, Josh",Australian Labor Party,4
WA,Fremantle,"JINMAN, Stella",United Australia Party,5
WA,Fremantle,"KOUL, Bill",Liberal,6
WA,Fremantle,"TOWNSEND, Felicity",The Greens (WA),7
WA,Fremantle,"LOH, Yan",Liberal Democrats,8
WA,Fremantle,"KNAPP, Janetia",WESTERN AUSTRALIA PARTY,9
WA,Fremantle,"EDGAR, William",Pauline Hanson's One Nation,10
WA,Hasluck,"WILLIAMS, Jeanene",Independent,1
WA,Hasluck,"STURCKE, Brendan",The Greens (WA),2
WA,Hasluck,"SCOTT, Will",United Australia Party,3
WA,Hasluck,"CLARK, Pauline",WESTERN AUSTRALIA PARTY,4
WA,Hasluck,"MONCK, Ian",Pauline Hanson's One Nation,5
WA,Hasluck,"WYATT, Ken",Liberal,6
WA,Hasluck,"SMITH, Marijanna",Australian Federation Party,7
WA,Hasluck,"LAWRENCE, Tania",Australian Labor Party,8
WA,Hasluck,"McCREANOR, Steven",Liberal Democrats,9
WA,Moore,"ANDERSSON, Sue",The Great Australian Party,1
WA,Moore,"GUNNESS, Peter",WESTERN AUSTRALIA PARTY,2
WA,Moore,"FRENCH, Tom",Australian Labor Party,3
WA,Moore,"COOPER, Mark",The Greens (WA),4
WA,Moore,"GOODENOUGH, Ian",Liberal,5
WA,Moore,"BRIGHTMAN, Brian",Pauline Hanson's One Nation,6
WA,Moore,"WATKINSON, Helen",United Australia Party,7
WA,Moore,"SUTER, Martin",Australian Federation Party,8
WA,O'Connor,"KUSTRIN, Stan",Pauline Hanson's One Nation,1
WA,O'Connor,"WELDON, Shaneane",Australian Labor Party,2
WA,O'Connor,"WATSON, Giz",The Greens (WA),3
WA,O'Connor,"MIDDLE, Isaac",Australian Federation Party,4
WA,O'Connor,"BESSANT, Morris",WESTERN AUSTRALIA PARTY,5
WA,O'Connor,"MOSELEY, Justin",Australian Christians,6
WA,O'Connor,"TIRRONEN, Tracy Anne",United Australia Party,7
WA,O'Connor,"BARBER, Brenden",The Great Australian Party,8
WA,O'Connor,"WILSON, Rick",Liberal,9
WA,Pearce,"STEWART, Roslyn",The Great Australian Party,1
WA,Pearce,"NELSON, Donna",The Greens (WA),2
WA,Pearce,"MARSHALL, David",Liberal Democrats,3
WA,Pearce,"ROBERTS, Tracey",Australian Labor Party,4
WA,Pearce,"DALBY, Trevor Richard",United Australia Party,5
WA,Pearce,"PAICE, Jim",WESTERN AUSTRALIA PARTY,6
WA,Pearce,"MALLOY, Aaron",Pauline Hanson's One Nation,7
WA,Pearce,"AITKEN, Linda",Liberal,8
WA,Pearce,"MONTGOMERY, Vanessa",Australian Christians,9
WA,Pearce,"MARCH, Nigel",Australian Federation Party,10
WA,Perth,"BAILEY, Cameron",Pauline Hanson's One Nation,1
WA,Perth,"POWELL, Dean",Australian Christians,2
WA,Perth,"CONNOR, Sean",The Great Australian Party,3
WA,Perth,"VOS, Dave",WESTERN AUSTRALIA PARTY,4
WA,Perth,"SZMEKURA-MOOR, Sarah",Animal Justice Party,5
WA,Perth,"GORMAN, Patrick",Australian Labor Party,6
WA,Perth,"NICKOLS, Evan",Liberal Democrats,7
WA,Perth,"EBERHART, Sonya Michelle",United Australia Party,8
WA,Perth,"PERKS, Caroline",The Greens (WA),9
WA,Perth,"DWYER, David",Liberal,10
WA,Perth,"GYURU, Aiden",Australian Federation Party,11
WA,Swan,"HILTON, Paul",United Australia Party,1
WA,Swan,"THOMPSON, Matthew",Liberal Democrats,2
WA,Swan,"GREEN, Timothy",Animal Justice Party,3
WA,Swan,"MASCARENHAS, Zaneta",Australian Labor Party,4
WA,Swan,"PALLIER, Carl",Australian Federation Party,5
WA,Swan,"BRADLEY, Rod",WESTERN AUSTRALIA PARTY,6
WA,Swan,"HALLIFAX, Peter",Pauline Hanson's One Nation,7
WA,Swan,"McSWEENEY, Kristy",Liberal,8
WA,Swan,"UINK, Clint",The Greens (WA),9
WA,Swan,"GOWER, Dena",Australian Christians,10
WA,Tangney,"CHANG, Tshung-Hui",Pauline Hanson's One Nation,1
WA,Tangney,"GILLETT, Jay Dean",WESTERN AUSTRALIA PARTY,2
WA,Tangney,"STAER, Mark",Australian Christians,3
WA,Tangney,"MARK, Travis Llewellyn",United Australia Party,4
WA,Tangney,"LIM, Sam",Australian Labor Party,5
WA,Tangney,"MORTON, Ben",Liberal,6
WA,Tangney,"FOWLER, Brent",Australian Federation Party,7
WA,Tangney,"HOLROYD, Jacqueline",Liberal Democrats,8
WA,Tangney,"ABDUL RAZAK, Adam",The Greens (WA),9
